time_index,incidence,region,category,classification,mom_variation,nature
2024-04-01,0.0447,GBA,Análisis,Núcleo,6.3955,
2024-04-01,0.0375,GBA,Análisis,Regulados,19.9953,
2024-04-01,0.1691,GBA,División,Alimentos y bebidas,,Bienes
2024-04-01,0.0171,GBA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-04-01,0.0278,GBA,División,Bienes y servicios varios,,Mixto
2024-04-01,0.021,GBA,División,Comunicación,,Servicios
2024-04-01,0.0185,GBA,División,Educación,,Servicios
2024-04-01,0.0337,GBA,División,Equipamiento del hogar,,Bienes
2024-04-01,0.0447,GBA,División,Prendas de vestir y calzado,,Bienes
2024-04-01,0.0417,GBA,División,Recreación y cultura,,Mixto
2024-04-01,0.0622,GBA,División,Restaurantes y hoteles,,Servicios
2024-04-01,0.0675,GBA,División,Salud,,Servicios
2024-04-01,0.0959,GBA,División,Transporte,,Servicios
2024-04-01,0.0746,GBA,División,Vivienda y servicios básicos,,Servicios
2024-04-01,0.092,GBA,Nivel General,Total,9.2272,
2024-04-01,0.0117,NEA,Análisis,Estacionales,10.2718,
2024-04-01,0.035,NEA,Análisis,Núcleo,4.8405,
2024-04-01,0.0162,NEA,Análisis,Regulados,9.895,
2024-04-01,0.187,NEA,División,Alimentos y bebidas,,Bienes
2024-04-01,0.0176,NEA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-04-01,0.0256999999999999,NEA,División,Bienes y servicios varios,,Mixto
2024-04-01,0.0197,NEA,División,Comunicación,,Servicios
2024-04-01,0.0055,NEA,División,Educación,,Servicios
2024-04-01,0.0364,NEA,División,Equipamiento del hogar,,Bienes
2024-04-01,0.0412,NEA,División,Prendas de vestir y calzado,,Bienes
2024-04-01,0.0302,NEA,División,Recreación y cultura,,Mixto
2024-04-01,0.0265,NEA,División,Restaurantes y hoteles,,Servicios
2024-04-01,0.0389,NEA,División,Salud,,Servicios
2024-04-01,0.0812,NEA,División,Transporte,,Servicios
2024-04-01,0.0443,NEA,División,Vivienda y servicios básicos,,Servicios
2024-04-01,0.063,NEA,Nivel General,Total,6.287,
2024-04-01,0.0157,NOA,Análisis,Estacionales,13.2283,
2024-04-01,0.0287,NOA,Análisis,Núcleo,6.6675,
2024-04-01,0.0266,NOA,Análisis,Regulados,17.6453,
2024-04-01,0.2189999999999999,NOA,División,Alimentos y bebidas,,Bienes
2024-04-01,0.0148,NOA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-04-01,0.0288,NOA,División,Bienes y servicios varios,,Mixto
2024-04-01,0.0182,NOA,División,Comunicación,,Servicios
2024-04-01,0.0109,NOA,División,Educación,,Servicios
2024-04-01,0.0327,NOA,División,Equipamiento del hogar,,Bienes
2024-04-01,0.0467999999999999,NOA,División,Prendas de vestir y calzado,,Bienes
2024-04-01,0.0301,NOA,División,Recreación y cultura,,Mixto
2024-04-01,0.0478,NOA,División,Restaurantes y hoteles,,Servicios
2024-04-01,0.0462,NOA,División,Salud,,Servicios
2024-04-01,0.0636,NOA,División,Transporte,,Servicios
2024-04-01,0.0544,NOA,División,Vivienda y servicios básicos,,Servicios
2024-04-01,0.091,NOA,Nivel General,Total,9.1021,
2024-04-01,0.0131,Pampeana,Análisis,Estacionales,10.7517,
2024-04-01,0.0463,Pampeana,Análisis,Núcleo,6.4245,
2024-04-01,0.0282,Pampeana,Análisis,Regulados,17.9586,
2024-04-01,0.1918,Pampeana,División,Alimentos y bebidas,,Bienes
2024-04-01,0.0197,Pampeana,División,Bebidas alcohólicas y tabaco,,Bienes
2024-04-01,0.0289,Pampeana,División,Bienes y servicios varios,,Mixto
2024-04-01,0.021,Pampeana,División,Comunicación,,Servicios
2024-04-01,0.0069999999999999,Pampeana,División,Educación,,Servicios
2024-04-01,0.0356,Pampeana,División,Equipamiento del hogar,,Bienes
2024-04-01,0.049,Pampeana,División,Prendas de vestir y calzado,,Bienes
2024-04-01,0.0382,Pampeana,División,Recreación y cultura,,Mixto
2024-04-01,0.0487,Pampeana,División,Restaurantes y hoteles,,Servicios
2024-04-01,0.0645,Pampeana,División,Salud,,Servicios
2024-04-01,0.0852,Pampeana,División,Transporte,,Servicios
2024-04-01,0.0519,Pampeana,División,Vivienda y servicios básicos,,Servicios
2024-04-01,0.088,Pampeana,Nivel General,Total,8.7636,
2024-04-01,0.0106,Patagonia,Análisis,Estacionales,8.905,
2024-04-01,0.0414,Patagonia,Análisis,Núcleo,5.8443,
2024-04-01,0.0326,Patagonia,Análisis,Regulados,18.783,
2024-04-01,0.0173,Patagonia,División,Alimentos y bebidas,,Bienes
2024-04-01,0.0018,Patagonia,División,Bebidas alcohólicas y tabaco,,Bienes
2024-04-01,0.0027,Patagonia,División,Bienes y servicios varios,,Mixto
2024-04-01,0.003,Patagonia,División,Comunicación,,Servicios
2024-04-01,0.0013,Patagonia,División,Educación,,Servicios
2024-04-01,0.0056,Patagonia,División,Equipamiento del hogar,,Bienes
2024-04-01,0.0077,Patagonia,División,Prendas de vestir y calzado,,Bienes
2024-04-01,0.0055,Patagonia,División,Recreación y cultura,,Mixto
2024-04-01,0.0036,Patagonia,División,Restaurantes y hoteles,,Servicios
2024-04-01,0.0049,Patagonia,División,Salud,,Servicios
2024-04-01,0.006,Patagonia,División,Transporte,,Servicios
2024-04-01,0.0253,Patagonia,División,Vivienda y servicios básicos,,Servicios
2024-04-01,0.085,Patagonia,Nivel General,Total,8.4533,
2024-05-01,0.0078,Cuyo,Análisis,Estacionales,7.3192,
2024-05-01,0.022,Cuyo,Análisis,Núcleo,3.1202,
2024-05-01,0.01129,Cuyo,Análisis,Regulados,6.8179,
2024-05-01,0.0124,Cuyo,División,Alimentos y bebidas,,Bienes
2024-05-01,0.0014,Cuyo,División,Bebidas alcohólicas y tabaco,,Bienes
2024-05-01,0.0017,Cuyo,División,Bienes y servicios varios,,Mixto
2024-05-01,0.0014,Cuyo,División,Comunicación,,Servicios
2024-05-01,0.0013,Cuyo,División,Educación,,Servicios
2024-05-01,0.0021,Cuyo,División,Equipamiento del hogar,,Bienes
2024-05-01,0.0042,Cuyo,División,Prendas de vestir y calzado,,Bienes
2024-05-01,0.0019,Cuyo,División,Recreación y cultura,,Mixto
2024-05-01,0.0029,Cuyo,División,Restaurantes y hoteles,,Servicios
2024-05-01,0.001,Cuyo,División,Salud,,Servicios
2024-05-01,0.0106,Cuyo,División,Transporte,,Servicios
2024-05-01,0.0016,Cuyo,División,Vivienda y servicios básicos,,Servicios
2024-05-01,0.043,Cuyo,Nivel General,Total,4.267,
2024-05-01,0.0095,GBA,Análisis,Estacionales,8.3938,
2024-05-01,0.0266,GBA,Análisis,Núcleo,3.9092,
2024-05-01,0.0069,GBA,Análisis,Regulados,3.3548,
2024-05-01,0.1936,GBA,División,Alimentos y bebidas,,Bienes
2024-05-01,0.0201,GBA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-05-01,0.0306,GBA,División,Bienes y servicios varios,,Mixto
2024-05-01,0.0245,GBA,División,Comunicación,,Servicios
2024-05-01,0.0221,GBA,División,Educación,,Servicios
2024-05-01,0.037,GBA,División,Equipamiento del hogar,,Bienes
2024-05-01,0.0481,GBA,División,Prendas de vestir y calzado,,Bienes
2024-05-01,0.0481,GBA,División,Recreación y cultura,,Mixto
2024-05-01,0.0728,GBA,División,Restaurantes y hoteles,,Servicios
2024-05-01,0.0676,GBA,División,Salud,,Servicios
2024-05-01,0.1037,GBA,División,Transporte,,Servicios
2024-05-01,0.0774,GBA,División,Vivienda y servicios básicos,,Servicios
2024-05-01,0.043,GBA,Nivel General,Total,4.3009,
2024-05-01,0.0054,NEA,Análisis,Estacionales,4.5928,
2024-05-01,0.0205,NEA,Análisis,Núcleo,2.8824,
2024-05-01,0.0113,NEA,Análisis,Regulados,6.7028,
2024-05-01,0.2071,NEA,División,Alimentos y bebidas,,Bienes
2024-05-01,0.0201,NEA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-05-01,0.0275,NEA,División,Bienes y servicios varios,,Mixto
2024-05-01,0.0227,NEA,División,Comunicación,,Servicios
2024-05-01,0.0066,NEA,División,Educación,,Servicios
2024-05-01,0.0407,NEA,División,Equipamiento del hogar,,Bienes
2024-05-01,0.0455,NEA,División,Prendas de vestir y calzado,,Bienes
2024-05-01,0.0334,NEA,División,Recreación y cultura,,Mixto
2024-05-01,0.0285,NEA,División,Restaurantes y hoteles,,Servicios
2024-05-01,0.04,NEA,División,Salud,,Servicios
2024-05-01,0.0902,NEA,División,Transporte,,Servicios
2024-05-01,0.05,NEA,División,Vivienda y servicios básicos,,Servicios
2024-05-01,0.037,NEA,Nivel General,Total,3.7304,
2024-05-01,0.01,NOA,Análisis,Estacionales,8.1546,
2024-05-01,0.0246,NOA,Análisis,Núcleo,3.4474,
2024-05-01,0.007,NOA,Análisis,Regulados,4.3285,
2024-05-01,0.2476,NOA,División,Alimentos y bebidas,,Bienes
2024-05-01,0.0172,NOA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-05-01,0.0307,NOA,División,Bienes y servicios varios,,Mixto
2024-05-01,0.021,NOA,División,Comunicación,,Servicios
2024-05-01,0.0116,NOA,División,Educación,,Servicios
2024-05-01,0.0357,NOA,División,Equipamiento del hogar,,Bienes
2024-05-01,0.0535,NOA,División,Prendas de vestir y calzado,,Bienes
2024-05-01,0.0327,NOA,División,Recreación y cultura,,Mixto
2024-05-01,0.0556,NOA,División,Restaurantes y hoteles,,Servicios
2024-05-01,0.0485,NOA,División,Salud,,Servicios
2024-05-01,0.0714,NOA,División,Transporte,,Servicios
2024-05-01,0.055,NOA,División,Vivienda y servicios básicos,,Servicios
2024-05-01,0.042,NOA,Nivel General,Total,4.1701,
2024-05-01,0.0072,Pampeana,Análisis,Estacionales,5.8065,
2024-05-01,0.0265,Pampeana,Análisis,Núcleo,3.7581,
2024-05-01,0.0065,Pampeana,Análisis,Regulados,3.7845,
2024-05-01,0.2158,Pampeana,División,Alimentos y bebidas,,Bienes
2024-05-01,0.0228,Pampeana,División,Bebidas alcohólicas y tabaco,,Bienes
2024-05-01,0.0314,Pampeana,División,Bienes y servicios varios,,Mixto
2024-05-01,0.024,Pampeana,División,Comunicación,,Servicios
2024-05-01,0.0078,Pampeana,División,Educación,,Servicios
2024-05-01,0.0391,Pampeana,División,Equipamiento del hogar,,Bienes
2024-05-01,0.0564,Pampeana,División,Prendas de vestir y calzado,,Bienes
2024-05-01,0.0418,Pampeana,División,Recreación y cultura,,Mixto
2024-05-01,0.0564,Pampeana,División,Restaurantes y hoteles,,Servicios
2024-05-01,0.0658,Pampeana,División,Salud,,Servicios
2024-05-01,0.0907,Pampeana,División,Transporte,,Servicios
2024-05-01,0.0552,Pampeana,División,Vivienda y servicios básicos,,Servicios
2024-05-01,0.04,Pampeana,Nivel General,Total,4.016,
2024-05-01,0.0067,Patagonia,Análisis,Estacionales,5.5996,
2024-05-01,0.0268,Patagonia,Análisis,Núcleo,3.8803,
2024-05-01,0.0117,Patagonia,Análisis,Regulados,6.1674,
2024-05-01,0.0124,Patagonia,División,Alimentos y bebidas,,Bienes
2024-05-01,0.0019,Patagonia,División,Bebidas alcohólicas y tabaco,,Bienes
2024-05-01,0.0012,Patagonia,División,Bienes y servicios varios,,Mixto
2024-05-01,0.0023,Patagonia,División,Comunicación,,Servicios
2024-05-01,0.001,Patagonia,División,Educación,,Servicios
2024-05-01,0.0018,Patagonia,División,Equipamiento del hogar,,Bienes
2024-05-01,0.0057,Patagonia,División,Prendas de vestir y calzado,,Bienes
2024-05-01,0.0045,Patagonia,División,Recreación y cultura,,Mixto
2024-05-01,0.0034,Patagonia,División,Restaurantes y hoteles,,Servicios
2024-05-01,0.0014,Patagonia,División,Salud,,Servicios
2024-05-01,0.0078,Patagonia,División,Transporte,,Servicios
2024-05-01,0.0018,Patagonia,División,Vivienda y servicios básicos,,Servicios
2024-05-01,0.045,Patagonia,Nivel General,Total,4.5205,
2024-06-01,0.0093,Cuyo,Análisis,Estacionales,8.4084,
2024-06-01,0.0219,Cuyo,Análisis,Núcleo,3.1412,
2024-06-01,0.0195,Cuyo,Análisis,Regulados,10.0943,
2024-06-01,0.0133,Cuyo,División,Alimentos y bebidas,,Bienes
2024-06-01,0.0006,Cuyo,División,Bebidas alcohólicas y tabaco,,Bienes
2024-06-01,0.0003,Cuyo,División,Bienes y servicios varios,,Mixto
2024-06-01,0.0014,Cuyo,División,Comunicación,,Servicios
2024-06-01,0.0007,Cuyo,División,Educación,,Servicios
2024-06-01,0.0011,Cuyo,División,Equipamiento del hogar,,Bienes
2024-06-01,0.0037,Cuyo,División,Prendas de vestir y calzado,,Bienes
2024-06-01,0.0026,Cuyo,División,Recreación y cultura,,Mixto
2024-06-01,0.0022,Cuyo,División,Restaurantes y hoteles,,Servicios
2024-06-01,0.0043,Cuyo,División,Salud,,Servicios
2024-06-01,0.0053,Cuyo,División,Transporte,,Servicios
2024-06-01,0.0152,Cuyo,División,Vivienda y servicios básicos,,Servicios
2024-06-01,0.051,Cuyo,Nivel General,Total,5.0648,
2024-06-01,0.0027,GBA,Análisis,Estacionales,2.3072,
2024-06-01,0.0262,GBA,Análisis,Núcleo,3.8576,
2024-06-01,0.0147,GBA,Análisis,Regulados,7.1761,
2024-06-01,0.204,GBA,División,Alimentos y bebidas,,Bienes
2024-06-01,0.0210999999999999,GBA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-06-01,0.0322,GBA,División,Bienes y servicios varios,,Mixto
2024-06-01,0.0269,GBA,División,Comunicación,,Servicios
2024-06-01,0.0243,GBA,División,Educación,,Servicios
2024-06-01,0.0393,GBA,División,Equipamiento del hogar,,Bienes
2024-06-01,0.0506,GBA,División,Prendas de vestir y calzado,,Bienes
2024-06-01,0.0552,GBA,División,Recreación y cultura,,Mixto
2024-06-01,0.0868999999999999,GBA,División,Restaurantes y hoteles,,Servicios
2024-06-01,0.0756,GBA,División,Salud,,Servicios
2024-06-01,0.1114,GBA,División,Transporte,,Servicios
2024-06-01,0.0941,GBA,División,Vivienda y servicios básicos,,Servicios
2024-06-01,0.044,GBA,Nivel General,Total,4.3533,
2024-06-01,0.0060999999999999,NEA,Análisis,Estacionales,5.1156,
2024-06-01,0.0219,NEA,Análisis,Núcleo,3.0956,
2024-06-01,0.0158,NEA,Análisis,Regulados,9.1055,
2024-06-01,0.2271,NEA,División,Alimentos y bebidas,,Bienes
2024-06-01,0.021,NEA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-06-01,0.0283999999999999,NEA,División,Bienes y servicios varios,,Mixto
2024-06-01,0.0248,NEA,División,Comunicación,,Servicios
2024-06-01,0.0074,NEA,División,Educación,,Servicios
2024-06-01,0.0446,NEA,División,Equipamiento del hogar,,Bienes
2024-06-01,0.0516,NEA,División,Prendas de vestir y calzado,,Bienes
2024-06-01,0.0374,NEA,División,Recreación y cultura,,Mixto
2024-06-01,0.0319,NEA,División,Restaurantes y hoteles,,Servicios
2024-06-01,0.0444,NEA,División,Salud,,Servicios
2024-06-01,0.0931,NEA,División,Transporte,,Servicios
2024-06-01,0.0713,NEA,División,Vivienda y servicios básicos,,Servicios
2024-06-01,0.044,NEA,Nivel General,Total,4.3822,
2024-06-01,0.0074,NOA,Análisis,Estacionales,5.7751,
2024-06-01,0.0216,NOA,Análisis,Núcleo,3.0433,
2024-06-01,0.0186,NOA,Análisis,Regulados,11.4318,
2024-06-01,0.2678999999999999,NOA,División,Alimentos y bebidas,,Bienes
2024-06-01,0.0178,NOA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-06-01,0.0318,NOA,División,Bienes y servicios varios,,Mixto
2024-06-01,0.0232,NOA,División,Comunicación,,Servicios
2024-06-01,0.0138,NOA,División,Educación,,Servicios
2024-06-01,0.038,NOA,División,Equipamiento del hogar,,Bienes
2024-06-01,0.0586,NOA,División,Prendas de vestir y calzado,,Bienes
2024-06-01,0.0364,NOA,División,Recreación y cultura,,Mixto
2024-06-01,0.0637,NOA,División,Restaurantes y hoteles,,Servicios
2024-06-01,0.0550999999999999,NOA,División,Salud,,Servicios
2024-06-01,0.0784,NOA,División,Transporte,,Servicios
2024-06-01,0.0756,NOA,División,Vivienda y servicios básicos,,Servicios
2024-06-01,0.048,NOA,Nivel General,Total,4.7594,
2024-06-01,0.0079,Pampeana,Análisis,Estacionales,6.2414,
2024-06-01,0.026,Pampeana,Análisis,Núcleo,3.695,
2024-06-01,0.0135,Pampeana,Análisis,Regulados,7.9408,
2024-06-01,0.236,Pampeana,División,Alimentos y bebidas,,Bienes
2024-06-01,0.0237999999999999,Pampeana,División,Bebidas alcohólicas y tabaco,,Bienes
2024-06-01,0.0335,Pampeana,División,Bienes y servicios varios,,Mixto
2024-06-01,0.0263,Pampeana,División,Comunicación,,Servicios
2024-06-01,0.0088,Pampeana,División,Educación,,Servicios
2024-06-01,0.0415,Pampeana,División,Equipamiento del hogar,,Bienes
2024-06-01,0.0622,Pampeana,División,Prendas de vestir y calzado,,Bienes
2024-06-01,0.0487,Pampeana,División,Recreación y cultura,,Mixto
2024-06-01,0.0646,Pampeana,División,Restaurantes y hoteles,,Servicios
2024-06-01,0.073,Pampeana,División,Salud,,Servicios
2024-06-01,0.0994,Pampeana,División,Transporte,,Servicios
2024-06-01,0.0704,Pampeana,División,Vivienda y servicios básicos,,Servicios
2024-06-01,0.047,Pampeana,Nivel General,Total,4.7376,
2024-06-01,0.0081999999999999,Patagonia,Análisis,Estacionales,6.8103,
2024-06-01,0.0233,Patagonia,Análisis,Núcleo,3.3899,
2024-06-01,0.0181,Patagonia,Análisis,Regulados,9.3516,
2024-06-01,0.0135,Patagonia,División,Alimentos y bebidas,,Bienes
2024-06-01,0.0007,Patagonia,División,Bebidas alcohólicas y tabaco,,Bienes
2024-06-01,0.0013,Patagonia,División,Bienes y servicios varios,,Mixto
2024-06-01,0.001,Patagonia,División,Comunicación,,Servicios
2024-06-01,0.0009,Patagonia,División,Educación,,Servicios
2024-06-01,0.0016,Patagonia,División,Equipamiento del hogar,,Bienes
2024-06-01,0.0034999999999999,Patagonia,División,Prendas de vestir y calzado,,Bienes
2024-06-01,0.0015,Patagonia,División,Recreación y cultura,,Mixto
2024-06-01,0.0039,Patagonia,División,Restaurantes y hoteles,,Servicios
2024-06-01,0.003,Patagonia,División,Salud,,Servicios
2024-06-01,0.0065,Patagonia,División,Transporte,,Servicios
2024-06-01,0.0121,Patagonia,División,Vivienda y servicios básicos,,Servicios
2024-06-01,0.05,Patagonia,Nivel General,Total,4.9533,
2024-07-01,0.0046999999999999,Cuyo,Análisis,Estacionales,4.1684,
2024-07-01,0.0291,Cuyo,Análisis,Núcleo,4.2569,
2024-07-01,0.0121,Cuyo,Análisis,Regulados,5.9593,
2024-07-01,0.0091,Cuyo,División,Alimentos y bebidas,,Bienes
2024-07-01,0.0016,Cuyo,División,Bebidas alcohólicas y tabaco,,Bienes
2024-07-01,0.0015,Cuyo,División,Bienes y servicios varios,,Mixto
2024-07-01,0.0011,Cuyo,División,Comunicación,,Servicios
2024-07-01,0.0007,Cuyo,División,Educación,,Servicios
2024-07-01,0.0021,Cuyo,División,Equipamiento del hogar,,Bienes
2024-07-01,0.0025,Cuyo,División,Prendas de vestir y calzado,,Bienes
2024-07-01,0.0029,Cuyo,División,Recreación y cultura,,Mixto
2024-07-01,0.0076,Cuyo,División,Restaurantes y hoteles,,Servicios
2024-07-01,0.0043,Cuyo,División,Salud,,Servicios
2024-07-01,0.0070999999999999,Cuyo,División,Transporte,,Servicios
2024-07-01,0.0054,Cuyo,División,Vivienda y servicios básicos,,Servicios
2024-07-01,0.046,Cuyo,Nivel General,Total,4.5915,
2024-07-01,0.0067,GBA,Análisis,Estacionales,5.8015,
2024-07-01,0.0263,GBA,Análisis,Núcleo,3.8945,
2024-07-01,0.0074,GBA,Análisis,Regulados,3.5304,
2024-07-01,0.2217,GBA,División,Alimentos y bebidas,,Bienes
2024-07-01,0.0241,GBA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-07-01,0.0345,GBA,División,Bienes y servicios varios,,Mixto
2024-07-01,0.0287,GBA,División,Comunicación,,Servicios
2024-07-01,0.0256999999999999,GBA,División,Educación,,Servicios
2024-07-01,0.0428,GBA,División,Equipamiento del hogar,,Bienes
2024-07-01,0.0518,GBA,División,Prendas de vestir y calzado,,Bienes
2024-07-01,0.0622,GBA,División,Recreación y cultura,,Mixto
2024-07-01,0.1013,GBA,División,Restaurantes y hoteles,,Servicios
2024-07-01,0.0856,GBA,División,Salud,,Servicios
2024-07-01,0.115,GBA,División,Transporte,,Servicios
2024-07-01,0.102,GBA,División,Vivienda y servicios básicos,,Servicios
2024-07-01,0.04,GBA,Nivel General,Total,4.0372,
2024-07-01,0.005,NEA,Análisis,Estacionales,4.1178,
2024-07-01,0.0229,NEA,Análisis,Núcleo,3.2799,
2024-07-01,0.0182,NEA,Análisis,Regulados,10.0265,
2024-07-01,0.2423,NEA,División,Alimentos y bebidas,,Bienes
2024-07-01,0.0237,NEA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-07-01,0.0308,NEA,División,Bienes y servicios varios,,Mixto
2024-07-01,0.0265,NEA,División,Comunicación,,Servicios
2024-07-01,0.0092,NEA,División,Educación,,Servicios
2024-07-01,0.0482,NEA,División,Equipamiento del hogar,,Bienes
2024-07-01,0.0576999999999999,NEA,División,Prendas de vestir y calzado,,Bienes
2024-07-01,0.0412999999999999,NEA,División,Recreación y cultura,,Mixto
2024-07-01,0.0353,NEA,División,Restaurantes y hoteles,,Servicios
2024-07-01,0.0506,NEA,División,Salud,,Servicios
2024-07-01,0.098,NEA,División,Transporte,,Servicios
2024-07-01,0.0969,NEA,División,Vivienda y servicios básicos,,Servicios
2024-07-01,0.046,NEA,Nivel General,Total,4.6068,
2024-07-01,0.0028,NOA,Análisis,Estacionales,2.1987,
2024-07-01,0.0245,NOA,Análisis,Núcleo,3.508,
2024-07-01,0.0085,NOA,Análisis,Regulados,4.9323,
2024-07-01,0.2793,NOA,División,Alimentos y bebidas,,Bienes
2024-07-01,0.0203,NOA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-07-01,0.0341,NOA,División,Bienes y servicios varios,,Mixto
2024-07-01,0.0247,NOA,División,Comunicación,,Servicios
2024-07-01,0.0154,NOA,División,Educación,,Servicios
2024-07-01,0.0421,NOA,División,Equipamiento del hogar,,Bienes
2024-07-01,0.0634,NOA,División,Prendas de vestir y calzado,,Bienes
2024-07-01,0.0431,NOA,División,Recreación y cultura,,Mixto
2024-07-01,0.073,NOA,División,Restaurantes y hoteles,,Servicios
2024-07-01,0.0612,NOA,División,Salud,,Servicios
2024-07-01,0.0827,NOA,División,Transporte,,Servicios
2024-07-01,0.0842,NOA,División,Vivienda y servicios básicos,,Servicios
2024-07-01,0.036,NOA,Nivel General,Total,3.5859,
2024-07-01,0.0063,Pampeana,Análisis,Estacionales,4.9629,
2024-07-01,0.0258,Pampeana,Análisis,Núcleo,3.7067,
2024-07-01,0.0072,Pampeana,Análisis,Regulados,4.0795,
2024-07-01,0.2532999999999999,Pampeana,División,Alimentos y bebidas,,Bienes
2024-07-01,0.0269,Pampeana,División,Bebidas alcohólicas y tabaco,,Bienes
2024-07-01,0.0355,Pampeana,División,Bienes y servicios varios,,Mixto
2024-07-01,0.0274,Pampeana,División,Comunicación,,Servicios
2024-07-01,0.0096,Pampeana,División,Educación,,Servicios
2024-07-01,0.0455,Pampeana,División,Equipamiento del hogar,,Bienes
2024-07-01,0.0654,Pampeana,División,Prendas de vestir y calzado,,Bienes
2024-07-01,0.0556,Pampeana,División,Recreación y cultura,,Mixto
2024-07-01,0.073,Pampeana,División,Restaurantes y hoteles,,Servicios
2024-07-01,0.0837,Pampeana,División,Salud,,Servicios
2024-07-01,0.1064,Pampeana,División,Transporte,,Servicios
2024-07-01,0.0761,Pampeana,División,Vivienda y servicios básicos,,Servicios
2024-07-01,0.039,Pampeana,Nivel General,Total,3.9323,
2024-07-01,0.0056999999999999,Patagonia,Análisis,Estacionales,4.6331,
2024-07-01,0.025,Patagonia,Análisis,Núcleo,3.6975,
2024-07-01,0.0109,Patagonia,Análisis,Regulados,5.4307,
2024-07-01,0.011,Patagonia,División,Alimentos y bebidas,,Bienes
2024-07-01,0.0015,Patagonia,División,Bebidas alcohólicas y tabaco,,Bienes
2024-07-01,0.0012,Patagonia,División,Bienes y servicios varios,,Mixto
2024-07-01,0.0014,Patagonia,División,Comunicación,,Servicios
2024-07-01,0.0005,Patagonia,División,Educación,,Servicios
2024-07-01,0.0024,Patagonia,División,Equipamiento del hogar,,Bienes
2024-07-01,0.0036,Patagonia,División,Prendas de vestir y calzado,,Bienes
2024-07-01,0.0038,Patagonia,División,Recreación y cultura,,Mixto
2024-07-01,0.0033,Patagonia,División,Restaurantes y hoteles,,Servicios
2024-07-01,0.003,Patagonia,División,Salud,,Servicios
2024-07-01,0.0034999999999999,Patagonia,División,Transporte,,Servicios
2024-07-01,0.0063,Patagonia,División,Vivienda y servicios básicos,,Servicios
2024-07-01,0.042,Patagonia,Nivel General,Total,4.161,
2024-08-01,0.0084,Cuyo,Análisis,Estacionales,7.4571,
2024-08-01,0.0266999999999999,Cuyo,Análisis,Núcleo,3.9106,
2024-08-01,0.0101,Cuyo,Análisis,Regulados,4.9115,
2024-08-01,0.0173,Cuyo,División,Alimentos y bebidas,,Bienes
2024-08-01,0.0005,Cuyo,División,Bebidas alcohólicas y tabaco,,Bienes
2024-08-01,0.0005,Cuyo,División,Bienes y servicios varios,,Mixto
2024-08-01,0.0011,Cuyo,División,Comunicación,,Servicios
2024-08-01,0.0009,Cuyo,División,Educación,,Servicios
2024-08-01,0.0025,Cuyo,División,Equipamiento del hogar,,Bienes
2024-08-01,0.0021,Cuyo,División,Prendas de vestir y calzado,,Bienes
2024-08-01,0.0015,Cuyo,División,Recreación y cultura,,Mixto
2024-08-01,0.0043,Cuyo,División,Restaurantes y hoteles,,Servicios
2024-08-01,0.0034,Cuyo,División,Salud,,Servicios
2024-08-01,0.0056999999999999,Cuyo,División,Transporte,,Servicios
2024-08-01,0.0055,Cuyo,División,Vivienda y servicios básicos,,Servicios
2024-08-01,0.045,Cuyo,Nivel General,Total,4.5174,
2024-08-01,-0.0014,GBA,Análisis,Estacionales,-1.1564,
2024-08-01,0.0289999999999999,GBA,Análisis,Núcleo,4.293,
2024-08-01,0.0138,GBA,Análisis,Regulados,6.5997,
2024-08-01,0.2361,GBA,División,Alimentos y bebidas,,Bienes
2024-08-01,0.0256,GBA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-08-01,0.0361,GBA,División,Bienes y servicios varios,,Mixto
2024-08-01,0.0308999999999999,GBA,División,Comunicación,,Servicios
2024-08-01,0.0289,GBA,División,Educación,,Servicios
2024-08-01,0.0475999999999999,GBA,División,Equipamiento del hogar,,Bienes
2024-08-01,0.0549,GBA,División,Prendas de vestir y calzado,,Bienes
2024-08-01,0.0665,GBA,División,Recreación y cultura,,Mixto
2024-08-01,0.1116,GBA,División,Restaurantes y hoteles,,Servicios
2024-08-01,0.0935999999999999,GBA,División,Salud,,Servicios
2024-08-01,0.1299,GBA,División,Transporte,,Servicios
2024-08-01,0.1122,GBA,División,Vivienda y servicios básicos,,Servicios
2024-08-01,0.0409999999999999,GBA,Nivel General,Total,4.1378,
2024-08-01,0.0083,NEA,Análisis,Estacionales,6.9401,
2024-08-01,0.0273,NEA,Análisis,Núcleo,3.9634,
2024-08-01,0.008,NEA,Análisis,Regulados,4.2037,
2024-08-01,0.2761,NEA,División,Alimentos y bebidas,,Bienes
2024-08-01,0.0255,NEA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-08-01,0.0321,NEA,División,Bienes y servicios varios,,Mixto
2024-08-01,0.0287,NEA,División,Comunicación,,Servicios
